216.244.66.248 - - [22/Jun/2018:08:18:47 +0200] "GET /robots.txt HTTP/1.1" 301 324
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/8987714-66_Vorbereitung.jpg HTTP/1.1" 200 138994
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET / HTTP/1.1" 200 6741
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w1024.jpg HTTP/1.1" 200 191999
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 278
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
46.140.133.162 - - [22/Jun/2018:08:37:52 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
46.140.133.162 - - [22/Jun/2018:08:37:53 +0200] "GET /templates/resellers/7/favicon.ico?v=1529179179 HTTP/1.1" 200 4286
46.140.133.162 - - [22/Jun/2018:08:38:05 +0200] "GET /templates/resellers/7/favicon.ico?v=1529229034 HTTP/1.1" 200 4286
46.140.133.162 - - [22/Jun/2018:08:38:05 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 335
46.140.133.162 - - [22/Jun/2018:08:38:05 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 5386
46.140.133.162 - - [22/Jun/2018:08:38:05 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
46.140.133.162 - - [22/Jun/2018:08:40:55 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
157.55.39.14 - - [22/Jun/2018:08:41:53 +0200] "GET /robots.txt HTTP/1.1" 301 324
157.55.39.14 - - [22/Jun/2018:08:41:54 +0200] "GET /robots.txt HTTP/1.1" 200 80
40.77.167.57 - - [22/Jun/2018:08:41:56 +0200] "GET /var/m_0/0d/0dd/12455/7441138-11_offen.jpg HTTP/1.1" 301 355
40.77.167.57 - - [22/Jun/2018:08:41:57 +0200] "GET /var/m_0/0d/0dd/12455/7441138-11_offen.jpg HTTP/1.1" 200 167248
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.0.3.42946 HTTP/1.1" 200 23108
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /css/skeleton.css HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.0.3.42946 HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /aktuelles-wetter.shtml HTTP/1.1" 200 4580
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /js/functions_stripped.js?v=6.9.0.3.42946 HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:07 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 304 -
194.153.178.246 - - [22/Jun/2018:08:53:33 +0200] "GET / HTTP/1.1" 200 6741
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /var/m_0/0d/0dd/12455/8987714-66_Vorbereitung.jpg HTTP/1.1" 200 138994
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
194.153.178.246 - - [22/Jun/2018:08:53:34 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
