water_temp,air_temp,timestamp
17.25, 12.312, 1661974457
17.25, 12.312, 1661974757
17.224, 12.312, 1661975057
17.25, 12.312, 1661975357
17.218, 12.437, 1661975657
17.25, 12.375, 1661975957
17.25, 12.418, 1661976257
17.25, 12.375, 1661976557
17.25, 12.375, 1661976857
17.187, 12.375, 1661977157
17.205, 12.312, 1661977457
17.231, 12.375, 1661977757
17.312, 12.418, 1661978057
17.25, 12.375, 1661978357
17.25, 12.437, 1661978657
17.187, 12.543, 1661978957
17.212, 12.437, 1661979257
17.25, 12.5, 1661979557
17.25, 12.562, 1661979857
17.25, 12.437, 1661980157
17.274, 12.462, 1661980457
17.287, 12.437, 1661980757
17.25, 12.418, 1661981057
17.312, 12.349, 1661981357
17.25, 12.312, 1661981657
17.25, 12.312, 1661981957
17.187, 12.25, 1661982257
17.187, 12.375, 1661982557
17.187, 12.375, 1661982857
17.187, 12.562, 1661983157
17.187, 12.918, 1661983457
17.281, 13.043, 1661983757
17.212, 12.75, 1661984057
17.187, 12.875, 1661984357
17.312, 13.106, 1661984657
17.281, 13.25, 1661984957
17.25, 13.25, 1661985257
17.375, 13.25, 1661985557
17.375, 13.293, 1661985857
17.375, 13.281, 1661986157
17.312, 13.224, 1661986457
17.25, 13.231, 1661986757
17.312, 13.25, 1661987057
17.125, 13.312, 1661987357
17.312, 13.375, 1661987657
17.312, 13.437, 1661987957
17.205, 13.375, 1661988257
17.25, 13.437, 1661988557
17.25, 13.312, 1661988857
17.25, 13.25, 1661989157
17.224, 13.312, 1661989457
17.25, 13.375, 1661989757
17.25, 13.437, 1661990057
17.312, 13.437, 1661990357
17.205, 13.5, 1661990657
17.349, 13.543, 1661990957
17.375, 13.5, 1661991257
17.375, 13.562, 1661991557
17.312, 13.312, 1661991857
17.187, 12.968, 1661992157
17.187, 13.0, 1661992457
17.187, 13.25, 1661992757
17.25, 13.312, 1661993057
17.25, 13.375, 1661993357
17.25, 13.437, 1661993657
17.25, 13.437, 1661993957
17.25, 13.437, 1661994257
17.25, 13.474, 1661994557
17.187, 13.5, 1661994857
17.25, 13.5, 1661995157
17.231, 13.5, 1661995457
17.25, 13.375, 1661995757
17.187, 13.087, 1661996057
17.187, 12.937, 1661996357
17.25, 12.774, 1661996657
17.224, 12.625, 1661996957
17.187, 12.625, 1661997257
17.25, 12.687, 1661997557
17.187, 12.812, 1661997857
17.312, 12.812, 1661998157
17.375, 12.774, 1661998457
17.375, 12.875, 1661998757
17.375, 12.937, 1661999057
17.412, 13.0, 1661999357
17.399, 13.024, 1661999657
17.375, 13.062, 1661999957
17.25, 13.143, 1662000257
17.187, 13.125, 1662000557
17.125, 13.187, 1662000857
17.143, 13.187, 1662001157
17.125, 13.187, 1662001457
17.187, 13.099, 1662001757
17.125, 12.937, 1662002057
17.187, 13.08, 1662002357
17.187, 13.149, 1662002657
17.187, 13.25, 1662002957
17.187, 13.062, 1662003257
17.25, 13.0, 1662003557
17.168, 12.75, 1662003857
17.187, 12.687, 1662004157
17.125, 12.437, 1662004457
17.125, 12.25, 1662004757
17.125, 12.437, 1662005057
17.187, 12.787, 1662005357
17.25, 12.937, 1662005657
17.25, 12.937, 1662005957
17.312, 12.955, 1662006257
17.349, 12.812, 1662006557
17.356, 12.875, 1662006857
17.312, 12.812, 1662007157
17.25, 12.687, 1662007457
17.25, 12.812, 1662007757
17.231, 12.812, 1662008057
17.125, 12.562, 1662008357
17.062, 12.655, 1662008657
17.0, 12.468, 1662008957
17.062, 12.187, 1662009257
17.062, 12.312, 1662009557
17.125, 12.312, 1662009857
17.062, 12.437, 1662010157
17.125, 12.687, 1662010457
17.062, 12.875, 1662010757
17.187, 12.899, 1662011057
17.187, 12.937, 1662011357
17.187, 13.062, 1662011657
17.25, 13.062, 1662011957
17.356, 13.099, 1662012257
17.375, 13.087, 1662012557
17.343, 13.143, 1662012857
17.312, 13.187, 1662013157
17.375, 13.168, 1662013457
17.375, 13.187, 1662013757
17.312, 13.156, 1662014057
17.337, 13.043, 1662014357
17.312, 12.75, 1662014657
16.962, 12.412, 1662014957
17.0, 12.25, 1662015257
17.062, 12.125, 1662015557
17.125, 12.187, 1662015857
17.168, 12.187, 1662016157
17.187, 12.187, 1662016457
17.187, 12.25, 1662016757
17.187, 12.312, 1662017057
17.205, 12.343, 1662017357
17.125, 12.25, 1662017657
17.156, 12.187, 1662017957
17.125, 12.224, 1662018257
17.168, 12.312, 1662018557
17.143, 12.412, 1662018857
17.125, 12.5, 1662019157
17.125, 12.5, 1662019457
17.125, 12.5, 1662019757
17.125, 12.405, 1662020057
17.187, 12.5, 1662020357
17.187, 12.562, 1662020657
17.187, 12.687, 1662020957
17.143, 12.668, 1662021257
17.187, 12.75, 1662021557
17.25, 12.75, 1662021857
17.187, 12.812, 1662022157
17.187, 12.875, 1662022457
17.187, 12.937, 1662022757
17.187, 12.937, 1662023057
17.287, 13.0, 1662023357
17.312, 13.125, 1662023657
17.312, 13.125, 1662023957
17.187, 13.187, 1662024257
17.312, 13.25, 1662024557
17.337, 13.375, 1662024857
17.287, 13.437, 1662025157
17.268, 13.312, 1662025457
17.375, 13.5, 1662025757
17.349, 13.625, 1662026057
17.375, 13.687, 1662026357
17.437, 13.687, 1662026657
17.437, 13.687, 1662026957
17.375, 13.812, 1662027257
17.375, 13.75, 1662027557
17.375, 13.899, 1662027857
17.375, 14.037, 1662028157
17.375, 14.062, 1662028457
17.375, 14.08, 1662028757
17.375, 13.875, 1662029057
17.375, 13.875, 1662029357
17.437, 13.937, 1662029657
17.437, 13.875, 1662029957
17.437, 14.062, 1662030257
17.437, 14.25, 1662030557
17.437, 14.643, 1662030857
17.437, 15.0, 1662031157
17.437, 14.593, 1662031457
17.437, 14.437, 1662031757
17.375, 14.375, 1662032057
17.375, 14.418, 1662032357
17.437, 14.659, 1662032657
17.312, 14.562, 1662032957
17.312, 14.474, 1662033257
17.437, 14.893, 1662033557
17.5, 15.856, 1662033857
17.625, 16.524, 1662034157
17.656, 16.768, 1662034457
17.668, 16.375, 1662034757
17.625, 15.643, 1662035057
17.5, 15.062, 1662035357
17.437, 14.83, 1662035657
17.375, 14.937, 1662035957
17.437, 15.043, 1662036257
17.312, 14.955, 1662036557
17.337, 15.125, 1662036857
17.437, 15.125, 1662037157
17.418, 15.125, 1662037457
17.312, 15.125, 1662037757
17.25, 15.25, 1662038057
17.5, 15.25, 1662038357
17.268, 16.5, 1662038657
17.281, 16.5, 1662038957
17.437, 16.25, 1662039257
17.437, 15.875, 1662039557
17.437, 16.187, 1662039857
17.437, 16.849, 1662040157
17.437, 17.087, 1662040457
17.375, 17.437, 1662040757
17.437, 16.712, 1662041057
17.5, 16.537, 1662041357
17.5, 16.474, 1662041657
17.5, 16.393, 1662041957
17.437, 15.912, 1662042257
17.418, 15.793, 1662042557
17.437, 15.812, 1662042857
17.625, 15.875, 1662043157
17.562, 15.875, 1662043457
17.562, 15.75, 1662043757
17.5, 15.918, 1662044057
17.312, 16.687, 1662044357
17.375, 16.474, 1662044657
17.437, 16.375, 1662044957
17.5, 16.562, 1662045257
17.518, 16.625, 1662045557
17.562, 16.5, 1662045857
17.5, 16.625, 1662046157
17.562, 16.731, 1662046457
17.562, 16.593, 1662046757
17.562, 16.25, 1662047057
17.531, 15.918, 1662047357
17.437, 16.187, 1662047657
17.5, 16.437, 1662047957
17.437, 16.125, 1662048257
17.437, 16.218, 1662048557
17.437, 16.312, 1662048857
17.375, 16.062, 1662049157
17.437, 15.687, 1662049457
17.375, 15.437, 1662049757
17.337, 15.343, 1662050057
17.312, 15.143, 1662050357
17.25, 15.125, 1662050657
17.274, 15.018, 1662050957
17.312, 14.849, 1662051257
17.25, 14.687, 1662051557
17.25, 14.562, 1662051857
17.205, 14.5, 1662052157
17.25, 14.312, 1662052457
17.187, 14.312, 1662052757
17.187, 14.25, 1662053057
17.187, 14.125, 1662053357
17.187, 14.149, 1662053657
17.187, 14.0, 1662053957
17.149, 14.0, 1662054257
17.187, 13.875, 1662054557
17.125, 13.912, 1662054857
17.125, 13.843, 1662055157
17.125, 13.75, 1662055457
17.125, 13.712, 1662055757
17.125, 13.587, 1662056057
17.125, 13.524, 1662056357
17.125, 13.662, 1662056657
17.125, 13.687, 1662056957
17.375, 13.856, 1662057257
17.437, 13.937, 1662057557
17.412, 13.875, 1662057857
17.375, 13.375, 1662058157
17.187, 13.25, 1662058457
17.106, 13.187, 1662058757
17.125, 13.125, 1662059057
17.125, 13.375, 1662059357
17.125, 13.599, 1662059657
17.187, 13.875, 1662059957
17.287, 14.062, 1662060257
17.312, 14.125, 1662060557
17.274, 14.162, 1662060857
17.25, 14.187, 1662061157
17.187, 14.062, 1662061457
17.187, 13.893, 1662061757
17.187, 13.812, 1662062057
17.25, 13.837, 1662062357
17.312, 13.812, 1662062657
17.312, 13.837, 1662062957
17.312, 13.899, 1662063257
17.281, 13.75, 1662063557
17.312, 13.687, 1662063857
17.312, 13.75, 1662064157
17.312, 13.337, 1662064457
17.312, 13.143, 1662064757
17.312, 13.375, 1662065057
17.312, 13.375, 1662065357
17.312, 13.437, 1662065657
17.287, 13.375, 1662065957
17.187, 13.312, 1662066257
17.312, 13.356, 1662066557
17.187, 13.375, 1662066857
17.125, 13.375, 1662067157
17.125, 13.231, 1662067457
17.125, 13.312, 1662067757
17.187, 13.25, 1662068057
17.125, 13.062, 1662068357
17.143, 12.75, 1662068657
17.125, 12.5, 1662068957
17.125, 12.312, 1662069257
17.125, 12.0, 1662069557
17.125, 11.812, 1662069857
17.099, 11.606, 1662070157
17.125, 11.562, 1662070457
17.187, 11.687, 1662070757
17.149, 11.437, 1662071057
17.25, 11.312, 1662071357
17.187, 11.231, 1662071657
17.205, 11.25, 1662071957
17.187, 11.437, 1662072257
17.125, 11.625, 1662072557
17.093, 11.562, 1662072857
17.062, 11.375, 1662073157
17.062, 11.375, 1662073457
17.062, 11.25, 1662073757
17.062, 11.162, 1662074057
17.0, 10.875, 1662074357
17.0, 10.768, 1662074657
17.062, 10.837, 1662074957
17.0, 10.75, 1662075257
17.0, 10.793, 1662075557
16.937, 10.625, 1662075857
17.0, 10.474, 1662076157
17.0, 10.437, 1662076457
16.937, 10.625, 1662076757
17.018, 10.75, 1662077057
16.912, 11.0, 1662077357
16.955, 11.343, 1662077657
16.918, 11.593, 1662077957
17.0, 11.75, 1662078257
16.937, 11.793, 1662078557
17.062, 11.687, 1662078857
17.0, 11.562, 1662079157
17.0, 11.25, 1662079457
17.024, 11.168, 1662079757
17.031, 11.062, 1662080057
17.125, 11.0, 1662080357
17.125, 11.125, 1662080657
17.099, 11.143, 1662080957
17.087, 11.268, 1662081257
16.937, 11.187, 1662081557
16.937, 11.205, 1662081857
17.0, 11.125, 1662082157
16.968, 11.312, 1662082457
16.955, 11.187, 1662082757
16.937, 10.937, 1662083057
16.937, 10.687, 1662083357
16.974, 10.562, 1662083657
16.937, 10.468, 1662083957
17.0, 10.375, 1662084257
17.062, 10.562, 1662084557
17.099, 10.731, 1662084857
17.062, 10.875, 1662085157
17.062, 10.849, 1662085457
17.0, 10.687, 1662085757
17.106, 10.562, 1662086057
17.125, 10.349, 1662086357
17.187, 10.25, 1662086657
17.187, 10.437, 1662086957
17.187, 10.562, 1662087257
17.187, 10.662, 1662087557
17.125, 10.649, 1662087857
17.187, 10.562, 1662088157
17.187, 10.462, 1662088457
17.125, 10.5, 1662088757
17.125, 10.5, 1662089057
17.062, 10.625, 1662089357
17.062, 10.593, 1662089657
17.0, 10.587, 1662089957
17.0, 10.599, 1662090257
16.937, 10.468, 1662090557
16.937, 10.625, 1662090857
16.812, 10.437, 1662091157
16.724, 10.537, 1662091457
16.75, 10.774, 1662091757
16.712, 10.875, 1662092057
16.812, 10.875, 1662092357
16.75, 10.78, 1662092657
16.875, 10.75, 1662092957
16.849, 10.625, 1662093257
16.75, 10.937, 1662093557
16.837, 10.974, 1662093857
16.875, 10.75, 1662094157
16.812, 10.812, 1662094457
16.75, 10.812, 1662094757
16.875, 11.062, 1662095057
16.75, 11.143, 1662095357
16.75, 11.018, 1662095657
16.812, 10.843, 1662095957
16.793, 10.78, 1662096257
16.812, 11.062, 1662096557
16.837, 11.155, 1662096857
16.75, 11.062, 1662097157
16.812, 11.155, 1662097457
16.75, 11.062, 1662097757
16.787, 10.968, 1662098057
16.875, 11.0, 1662098357
16.875, 11.0, 1662098657
16.837, 11.062, 1662098957
16.812, 11.062, 1662099257
16.812, 11.287, 1662099557
16.812, 11.337, 1662099857
16.812, 11.187, 1662100157
16.875, 11.125, 1662100457
16.75, 11.149, 1662100757
16.812, 11.187, 1662101057
16.812, 11.274, 1662101357
16.843, 11.25, 1662101657
16.75, 11.375, 1662101957
16.75, 11.33, 1662102257
16.812, 11.375, 1662102557
16.899, 11.462, 1662102857
16.793, 11.5, 1662103157
16.75, 11.5, 1662103457
16.75, 11.562, 1662103757
16.875, 11.599, 1662104057
16.875, 11.75, 1662104357
16.937, 11.787, 1662104657
16.937, 11.937, 1662104957
16.849, 12.037, 1662105257
16.812, 12.125, 1662105557
16.849, 12.231, 1662105857
16.937, 12.343, 1662106157
16.937, 12.562, 1662106457
16.937, 12.649, 1662106757
16.937, 12.75, 1662107057
17.0, 12.875, 1662107357
17.024, 13.0, 1662107657
17.018, 13.062, 1662107957
17.0, 13.187, 1662108257
17.062, 13.281, 1662108557
17.0, 13.437, 1662108857
17.08, 13.562, 1662109157
17.0, 13.718, 1662109457
17.062, 13.937, 1662109757
17.062, 14.0, 1662110057
17.062, 14.125, 1662110357
17.062, 14.187, 1662110657
17.062, 14.437, 1662110957
17.08, 14.543, 1662111257
17.125, 14.687, 1662111557
17.099, 14.687, 1662111857
17.062, 14.937, 1662112157
17.162, 15.062, 1662112457
17.187, 15.062, 1662112757
17.187, 14.937, 1662113057
17.187, 15.062, 1662113357
17.187, 15.231, 1662113657
17.231, 15.312, 1662113957
17.187, 15.312, 1662114257
17.25, 15.437, 1662114557
17.25, 15.437, 1662114857
17.25, 15.687, 1662115157
17.281, 15.75, 1662115457
17.312, 16.34, 1662115757
17.375, 16.0, 1662116057
17.312, 15.893, 1662116357
17.33, 16.0, 1662116657
17.312, 16.812, 1662116957
17.312, 16.437, 1662117257
17.375, 16.375, 1662117557
17.375, 16.937, 1662117857
17.437, 16.937, 1662118157
17.437, 17.125, 1662118457
17.437, 17.625, 1662118757
17.437, 17.562, 1662119057
17.5, 17.918, 1662119357
17.562, 18.312, 1662119657
17.562, 18.375, 1662119957
17.625, 18.687, 1662120257
17.625, 18.596, 1662120557
17.687, 18.937, 1662120857
17.625, 17.5, 1662121157
17.562, 17.062, 1662121457
17.625, 17.687, 1662121757
17.543, 18.0, 1662122057
17.562, 17.093, 1662122357
17.5, 16.812, 1662122657
17.562, 17.087, 1662122957
17.5, 17.712, 1662123257
17.625, 17.5, 1662123557
17.625, 17.08, 1662123857
17.606, 17.0, 1662124157
17.625, 16.955, 1662124457
17.625, 17.062, 1662124757
17.625, 17.729, 1662125057
17.687, 18.849, 1662125357
17.625, 17.625, 1662125657
17.625, 17.375, 1662125957
17.58, 17.224, 1662126257
17.625, 17.125, 1662126557
17.606, 17.0, 1662126857
17.625, 17.0, 1662127157
17.625, 17.062, 1662127457
17.625, 17.343, 1662127757
17.606, 17.375, 1662128057
17.58, 17.312, 1662128357
17.58, 17.187, 1662128657
17.643, 17.287, 1662128957
17.649, 18.375, 1662129257
17.656, 18.25, 1662129557
17.687, 18.718, 1662129857
17.687, 18.5, 1662130157
17.687, 18.143, 1662130457
17.687, 19.25, 1662130757
17.625, 18.25, 1662131057
17.562, 18.718, 1662131357
17.625, 18.75, 1662131657
17.625, 18.25, 1662131957
17.599, 17.937, 1662132257
17.474, 17.599, 1662132557
17.5, 17.875, 1662132857
17.524, 18.125, 1662133157
17.562, 17.625, 1662133457
17.562, 17.312, 1662133757
17.518, 17.218, 1662134057
17.5, 17.187, 1662134357
17.531, 17.187, 1662134657
17.562, 17.0, 1662134957
17.562, 16.937, 1662135257
17.593, 16.875, 1662135557
17.599, 17.0, 1662135857
17.625, 16.937, 1662136157
17.656, 16.625, 1662136457
17.643, 16.468, 1662136757
17.643, 16.437, 1662137057
17.656, 16.437, 1662137357
17.625, 16.375, 1662137657
17.562, 16.25, 1662137957
17.562, 16.25, 1662138257
17.375, 16.125, 1662138557
17.375, 15.937, 1662138857
17.375, 15.875, 1662139157
17.625, 15.849, 1662139457
17.625, 15.812, 1662139757
17.437, 15.75, 1662140057
17.625, 15.687, 1662140357
17.625, 15.625, 1662140657
17.562, 15.524, 1662140957
17.375, 15.5, 1662141257
17.312, 15.375, 1662141557
17.375, 15.25, 1662141857
17.312, 15.062, 1662142157
17.312, 15.031, 1662142457
17.312, 15.0, 1662142757
17.33, 15.0, 1662143057
17.312, 14.937, 1662143357
17.343, 14.875, 1662143657
17.312, 14.625, 1662143957
17.312, 14.562, 1662144257
17.293, 14.562, 1662144557
17.25, 14.531, 1662144857
17.25, 14.337, 1662145157
17.25, 14.437, 1662145457
17.187, 14.375, 1662145757
17.187, 14.337, 1662146057
17.187, 14.375, 1662146357
17.224, 14.125, 1662146657
17.187, 14.099, 1662146957
17.187, 14.08, 1662147257
17.187, 13.955, 1662147557
17.187, 13.687, 1662147857
17.187, 13.687, 1662148157
17.187, 13.5, 1662148457
17.125, 13.375, 1662148757
17.125, 13.312, 1662149057
17.187, 13.25, 1662149357
17.125, 13.437, 1662149657
17.437, 12.937, 1662149957
17.437, 11.78, 1662150257
17.437, 11.25, 1662150557
17.418, 10.812, 1662150857
17.312, 10.625, 1662151157
17.281, 10.75, 1662151457
17.312, 10.75, 1662151757
17.312, 10.75, 1662152057
17.212, 10.687, 1662152357
17.312, 10.974, 1662152657
17.312, 11.062, 1662152957
17.312, 11.0, 1662153257
17.346, 11.312, 1662153557
17.375, 11.606, 1662153857
17.349, 12.062, 1662154157
17.356, 11.437, 1662154457
17.312, 11.405, 1662154757
17.356, 11.875, 1662155057
17.375, 12.125, 1662155357
17.375, 12.187, 1662155657
17.375, 12.293, 1662155957
17.375, 12.375, 1662156257
17.375, 12.437, 1662156557
17.399, 12.462, 1662156857
17.375, 12.481, 1662157157
17.375, 12.562, 1662157457
17.375, 12.402, 1662157757
17.375, 12.437, 1662158057
17.375, 12.455, 1662158357
17.375, 12.437, 1662158657
17.375, 12.437, 1662158957
17.349, 12.33, 1662159257
17.349, 12.375, 1662159557
17.312, 11.843, 1662159857
17.312, 11.625, 1662160157
17.312, 11.5, 1662160457
17.25, 11.125, 1662160757
17.274, 10.937, 1662161057
17.312, 10.875, 1662161357
17.312, 10.731, 1662161657
17.312, 10.705, 1662161957
17.312, 10.812, 1662162257
17.281, 10.812, 1662162557
17.312, 10.625, 1662162857
17.274, 10.524, 1662163157
17.25, 10.375, 1662163457
17.231, 10.106, 1662163757
17.187, 10.287, 1662164057
17.187, 10.375, 1662164357
17.187, 10.187, 1662164657
17.187, 10.125, 1662164957
17.224, 10.093, 1662165257
17.212, 10.125, 1662165557
17.205, 9.875, 1662165857
17.187, 10.062, 1662166157
17.187, 10.437, 1662166457
17.25, 10.724, 1662166757
17.187, 10.875, 1662167057
17.187, 10.562, 1662167357
17.187, 10.687, 1662167657
17.125, 10.687, 1662167957
17.125, 10.25, 1662168257
17.125, 10.25, 1662168557
17.143, 10.562, 1662168857
17.125, 10.83, 1662169157
17.125, 10.5, 1662169457
17.187, 10.518, 1662169757
17.168, 10.625, 1662170057
17.187, 10.625, 1662170357
17.187, 10.687, 1662170657
17.162, 10.687, 1662170957
17.156, 10.5, 1662171257
17.125, 10.481, 1662171557
17.125, 10.312, 1662171857
17.125, 10.375, 1662172157
17.149, 10.343, 1662172457
17.125, 10.155, 1662172757
17.125, 10.062, 1662173057
17.125, 10.093, 1662173357
17.125, 9.937, 1662173657
17.125, 9.937, 1662173957
17.062, 9.974, 1662174257
17.018, 10.0, 1662174557
16.875, 9.812, 1662174857
16.812, 9.937, 1662175157
16.812, 10.043, 1662175457
16.899, 9.937, 1662175757
16.893, 10.212, 1662176057
16.937, 10.25, 1662176357
16.937, 10.0, 1662176657
16.937, 10.0, 1662176957
16.912, 10.0, 1662177257
16.974, 10.062, 1662177557
17.0, 10.205, 1662177857
17.018, 10.231, 1662178157
17.062, 10.125, 1662178457
17.062, 10.0, 1662178757
17.062, 10.125, 1662179057
17.031, 10.28, 1662179357
17.0, 10.312, 1662179657
16.875, 10.518, 1662179957
16.774, 10.75, 1662180257
16.812, 10.562, 1662180557
16.875, 10.437, 1662180857
16.812, 10.562, 1662181157
16.875, 10.562, 1662181457
16.856, 10.5, 1662181757
16.812, 10.437, 1662182057
16.893, 10.437, 1662182357
16.937, 10.405, 1662182657
16.937, 10.462, 1662182957
16.875, 10.687, 1662183257
16.837, 10.75, 1662183557
16.893, 10.687, 1662183857
16.843, 10.687, 1662184157
16.875, 10.687, 1662184457
16.899, 10.625, 1662184757
16.875, 10.875, 1662185057
16.875, 10.875, 1662185357
16.875, 10.875, 1662185657
16.937, 10.918, 1662185957
16.875, 11.024, 1662186257
16.875, 11.125, 1662186557
16.812, 11.187, 1662186857
16.893, 11.125, 1662187157
16.875, 11.187, 1662187457
16.937, 11.312, 1662187757
16.974, 11.375, 1662188057
16.937, 11.375, 1662188357
17.0, 11.399, 1662188657
16.875, 11.474, 1662188957
16.937, 11.437, 1662189257
17.0, 11.437, 1662189557
16.937, 11.5, 1662189857
16.937, 11.5, 1662190157
16.937, 11.375, 1662190457
16.937, 11.062, 1662190757
16.912, 10.893, 1662191057
16.937, 10.812, 1662191357
17.0, 11.0, 1662191657
17.0, 11.062, 1662191957
17.0, 11.125, 1662192257
17.037, 11.224, 1662192557
17.0, 11.187, 1662192857
17.031, 11.0, 1662193157
17.0, 11.0, 1662193457
17.0, 10.875, 1662193757
16.937, 10.875, 1662194057
16.937, 10.75, 1662194357
16.875, 10.912, 1662194657
16.893, 11.0, 1662194957
16.83, 11.187, 1662195257
16.899, 11.312, 1662195557
16.937, 11.562, 1662195857
16.937, 11.53, 1662196157
16.937, 11.606, 1662196457
16.937, 11.78, 1662196757
16.937, 11.875, 1662197057
16.955, 12.062, 1662197357
16.937, 12.062, 1662197657
16.937, 12.25, 1662197957
16.918, 12.375, 1662198257
17.0, 12.375, 1662198557
17.043, 12.474, 1662198857
17.106, 12.462, 1662199157
17.106, 12.5, 1662199457
17.106, 12.687, 1662199757
17.062, 12.687, 1662200057
17.062, 12.606, 1662200357
17.125, 12.687, 1662200657
17.125, 12.625, 1662200957
17.125, 12.625, 1662201257
17.106, 12.562, 1662201557
17.125, 12.375, 1662201857
17.125, 11.75, 1662202157
17.062, 11.125, 1662202457
17.0, 10.899, 1662202757
17.024, 11.062, 1662203057
17.062, 11.125, 1662203357
17.062, 11.349, 1662203657
17.062, 11.625, 1662203957
17.062, 11.562, 1662204257
17.0, 11.5, 1662204557
17.0, 11.668, 1662204857
17.024, 11.668, 1662205157
17.062, 11.5, 1662205457
17.062, 11.375, 1662205757
17.062, 11.375, 1662206057
17.062, 11.312, 1662206357
17.062, 11.187, 1662206657
17.062, 11.437, 1662206957
17.062, 11.562, 1662207257
17.024, 11.562, 1662207557
17.062, 11.562, 1662207857
17.043, 11.337, 1662208157
17.031, 11.812, 1662208457
17.062, 11.593, 1662208757
17.062, 12.03, 1662209057
17.062, 12.125, 1662209357
17.062, 11.955, 1662209657
17.062, 12.25, 1662209957
17.062, 12.399, 1662210257
17.062, 12.562, 1662210557
17.062, 12.375, 1662210857
17.062, 12.287, 1662211157
17.062, 12.187, 1662211457
17.062, 12.125, 1662211757
17.062, 12.125, 1662212057
17.018, 12.375, 1662212357
17.0, 12.25, 1662212657
17.062, 12.0, 1662212957
17.062, 12.093, 1662213257
17.099, 12.468, 1662213557
17.125, 12.687, 1662213857
17.125, 12.937, 1662214157
17.08, 13.125, 1662214457
17.125, 13.187, 1662214757
17.0, 13.0, 1662215057
16.968, 12.812, 1662215357
17.0, 12.906, 1662215657
17.0, 12.937, 1662215957
17.062, 13.0, 1662216257
17.106, 13.062, 1662216557
17.125, 12.937, 1662216857
16.937, 12.5, 1662217157
16.974, 12.337, 1662217457
16.968, 12.25, 1662217757
16.937, 12.25, 1662218057
17.0, 12.393, 1662218357
16.968, 12.474, 1662218657
16.937, 12.343, 1662218957
16.937, 12.343, 1662219257
16.937, 12.437, 1662219557
16.937, 12.399, 1662219857
16.937, 12.474, 1662220157
16.937, 12.543, 1662220457
16.918, 12.562, 1662220757
16.937, 12.599, 1662221057
16.918, 12.5, 1662221357
16.875, 12.468, 1662221657
16.875, 12.375, 1662221957
16.875, 12.375, 1662222257
16.856, 12.312, 1662222557
16.849, 12.437, 1662222857
16.812, 12.312, 1662223157
16.843, 12.375, 1662223457
16.875, 12.53, 1662223757
16.875, 12.356, 1662224057
16.812, 12.312, 1662224357
16.875, 12.375, 1662224657
16.875, 12.437, 1662224957
17.0, 12.534, 1662225257
17.062, 12.037, 1662225557
17.043, 11.75, 1662225857
17.0, 11.437, 1662226157
17.062, 11.187, 1662226457
17.062, 11.125, 1662226757
17.062, 11.25, 1662227057
17.0, 11.437, 1662227357
17.0, 11.125, 1662227657
17.0, 11.187, 1662227957
17.0, 11.187, 1662228257
16.974, 11.125, 1662228557
17.0, 10.937, 1662228857
17.0, 10.875, 1662229157
17.0, 10.718, 1662229457
17.0, 10.75, 1662229757
